ncm,ncm_dot,descrição,categorias/0,categorias/1,categorias/2
85271200,8527.12.00,rádios tocafitas (rádiosleitores de cassetes*) de bolso,8527,85271,852712
85271300,8527.13.00,outros aparelhos combinados com um aparelho de gravação ou de reprodução de som,8527,85271,852713
85271910,8527.19.10,combinado com relógio,8527,85271,852719
85271990,8527.19.90,outros,8527,85271,852719
85272100,8527.21.00,combinados com um aparelho de gravação ou de reprodução de som,8527,85272,852721
85272900,8527.29.00,outros,8527,85272,852729
85279100,8527.91.00,combinados com um aparelho de gravação ou de reprodução de som,8527,85279,852791
85279200,8527.92.00,não combinados com um aparelho de gravação ou de reprodução de som,8527,85279,852792
85279910,8527.99.10,amplificador com sintonizador (receiver),8527,85279,852799
85279990,8527.99.90,outros,8527,85279,852799
85284210,8528.42.10,monocromáticos,8528,85284,852842
85284220,8528.42.20,policromáticos,8528,85284,852842
85284910,8528.49.10,monocromáticos,8528,85284,852849
85284921,8528.49.21,com dispositivos de seleção de varredura (underscanning) e de retardo de sincronismo horizontal e vertical (h/v delay ou pulse cross),8528,85284,852849
85284929,8528.49.29,outros,8528,85284,852849
85285210,8528.52.10,monocromáticos,8528,85285,852852
85285220,8528.52.20,policromáticos,8528,85285,852852
85285910,8528.59.10,monocromáticos,8528,85285,852859
85285920,8528.59.20,policromáticos,8528,85285,852859
85286200,8528.62.00,capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina,8528,85286,852862
85286910,8528.69.10,com tecnologia de dispositivo digital de microespelhos (dmd  digital micromirror device),8528,85286,852869
85286990,8528.69.90,outros,8528,85286,852869
85287111,8528.71.11,sem saída de radiofrequência (rf) modulada nos canais 3 ou 4,8528,85287,852871
85287119,8528.71.19,outros,8528,85287,852871
85287190,8528.71.90,outros,8528,85287,852871
85287200,8528.72.00,outros,8528,85287,852872
85287300,8528.73.00,outros,8528,85287,852873
85291011,8529.10.11,com refletor parabólico,8529,85291,852910
85291019,8529.10.19,outras,8529,85291,852910
85291090,8529.10.90,outros,8529,85291,852910
85299011,8529.90.11,gabinetes e bastidores,8529,85299,852990
85299012,8529.90.12,circuitos impressos com componentes elétricos ou eletrônicos,8529,85299,852990
85299019,8529.90.19,outras,8529,85299,852990
85299020,8529.90.20,de aparelhos das posições 85.27 ou 85.28,8529,85299,852990
85299030,8529.90.30,de aparelhos da subposição 8526.10,8529,85299,852990
85299040,8529.90.40,de aparelhos da subposição 8526.91,8529,85299,852990
85299090,8529.90.90,outras,8529,85299,852990
85301010,8530.10.10,digitais,8530,85301,853010
85301090,8530.10.90,outros,8530,85301,853010
85308010,8530.80.10,digitais,8530,85308,853080
85308090,8530.80.90,outros,8530,85308,853080
85309000,8530.90.00,partes,8530,85309,853090
85311010,8531.10.10,alarmes contra incêndio ou sobreaquecimento,8531,85311,853110
85311090,8531.10.90,outros,8531,85311,853110
85312000,8531.20.00,painéis indicadores com dispositivos de cristais líquidos (lcd) ou de diodos emissores de luz (led),8531,85312,853120
85318000,8531.80.00,outros aparelhos,8531,85318,853180
85319000,8531.90.00,partes,8531,85319,853190
85321000,8532.10.00,condensadores fixos concebidos para linhas elétricas de 50/60 hz e capazes de absorver uma potência reativa igual ou superior a 0,8532,85321,853210
85322111,8532.21.11,com tensão de isolação inferior ou igual a 125 v,8532,85322,853221
85322119,8532.21.19,outros,8532,85322,853221
85322190,8532.21.90,outros,8532,85322,853221
85322200,8532.22.00,eletrolíticos de alumínio,8532,85322,853222
85322310,8532.23.10,próprios para montagem em superfície (smd  surface mounted device),8532,85322,853223
85322390,8532.23.90,outros,8532,85322,853223
85322410,8532.24.10,próprios para montagem em superfície (smd  surface mounted device),8532,85322,853224
85322490,8532.24.90,outros,8532,85322,853224
85322510,8532.25.10,próprios para montagem em superfície (smd  surface mounted device),8532,85322,853225
85322590,8532.25.90,outros,8532,85322,853225
85322910,8532.29.10,próprios para montagem em superfície (smd  surface mounted device),8532,85322,853229
85322990,8532.29.90,outros,8532,85322,853229
85323010,8532.30.10,próprios para montagem em superfície (smd  surface mounted device),8532,85323,853230
85323090,8532.30.90,outros,8532,85323,853230
85329000,8532.90.00,partes,8532,85329,853290
85331000,8533.10.00,resistências fixas de carbono,8533,85331,853310
85332110,8533.21.10,de fio,8533,85332,853321
85332120,8533.21.20,próprias para montagem em superfície (smd  surface mounted device),8533,85332,853321
85332190,8533.21.90,outras,8533,85332,853321
85332900,8533.29.00,outras,8533,85332,853329
85333110,8533.31.10,potenciômetros,8533,85333,853331
85333190,8533.31.90,outras,8533,85333,853331
85333910,8533.39.10,potenciômetros,8533,85333,853339
85333990,8533.39.90,outras,8533,85333,853339
85334011,8533.40.11,termistores,8533,85334,853340
85334012,8533.40.12,varistores,8533,85334,853340
85334019,8533.40.19,outras,8533,85334,853340
85334091,8533.40.91,potenciômetro de carvão,8533,85334,853340
85334092,8533.40.92,outros potenciômetros de carvão,8533,85334,853340
85334099,8533.40.99,outras,8533,85334,853340
85339000,8533.90.00,partes,8533,85339,853390
85340011,8534.00.11,com isolante de resina fenólica e papel celulósico,8534,85340,853400
85340012,8534.00.12,com isolante de resina epóxida e papel celulósico,8534,85340,853400
85340013,8534.00.13,com isolante de resina epóxida e tecido de fibra de vidro,8534,85340,853400
85340019,8534.00.19,outros,8534,85340,853400
85340020,8534.00.20,simples face,8534,85340,853400
85340031,8534.00.31,com isolante de resina fenólica e papel celulósico,8534,85340,853400
85340032,8534.00.32,com isolante de resina epóxida e papel celulósico,8534,85340,853400
85340033,8534.00.33,com isolante de resina epóxida e tecido de fibra de vidro,8534,85340,853400
85340039,8534.00.39,outros,8534,85340,853400
85340040,8534.00.40,dupla face,8534,85340,853400
85340051,8534.00.51,com isolante de resina epóxida e tecido de fibra de vidro,8534,85340,853400
85340059,8534.00.59,outros,8534,85340,853400
85351000,8535.10.00,fusíveis e cortacircuitos de fusíveis,8535,85351,853510
85352100,8535.21.00,para uma tensão inferior a 72,8535,85352,853521
85352900,8535.29.00,outros,8535,85352,853529
85353013,8535.30.13,interruptores a vácuo,8535,85353,853530
85353017,8535.30.17,outros,8535,85353,853530
85353018,8535.30.18,outros,8535,85353,853530
85353019,8535.30.19,outros,8535,85353,853530
85353023,8535.30.23,interruptores a vácuo,8535,85353,853530
85353027,8535.30.27,outros,8535,85353,853530
85353028,8535.30.28,outros,8535,85353,853530
85353029,8535.30.29,outros,8535,85353,853530
85354010,8535.40.10,pararaios para proteção de linhas de transmissão de eletricidade,8535,85354,853540
85354090,8535.40.90,outros,8535,85354,853540
85359000,8535.90.00,outros,8535,85359,853590
85361000,8536.10.00,fusíveis e cortacircuitos de fusíveis,8536,85361,853610
85362000,8536.20.00,disjuntores,8536,85362,853620
85363000,8536.30.00,outros aparelhos para proteção de circuitos elétricos,8536,85363,853630
85364100,8536.41.00,para uma tensão não superior a 60 v,8536,85364,853641
85364900,8536.49.00,outros,8536,85364,853649
85365010,8536.50.10,unidade chaveadora de conversor de subida e descida para sistema de telecomunicações via satélite,8536,85365,853650
85365020,8536.50.20,unidade chaveadora de amplificador de alta potência (hpa) para sistema de telecomunicações via satélite,8536,85365,853650
85365030,8536.50.30,comutadores codificadores digitais,8536,85365,853650
85365090,8536.50.90,outros,8536,85365,853650
85366100,8536.61.00,suportes para lâmpadas,8536,85366,853661
85366910,8536.69.10,tomada polarizada e tomada blindada,8536,85366,853669
85366990,8536.69.90,outros,8536,85366,853669
85367000,8536.70.00,conectores para fibras ópticas,8536,85367,853670
85369010,8536.90.10,conectores para cabos planos constituídos por condutores paralelos isolados individualmente,8536,85369,853690
85369020,8536.90.20,tomadas de contato deslizante em condutores aéreos,8536,85369,853690
85369030,8536.90.30,soquetes para microestruturas eletrônicas,8536,85369,853690
85369040,8536.90.40,conectores para circuito impresso,8536,85369,853690
85369050,8536.90.50,terminais de conexão para capacitores,8536,85369,853690
85369090,8536.90.90,outros,8536,85369,853690
85371011,8537.10.11,com processador e barramento de 32 bits ou superior,8537,85371,853710
85371019,8537.10.19,outros,8537,85371,853710
85371020,8537.10.20,controladores programáveis,8537,85371,853710
85371030,8537.10.30,controladores de demanda de energia elétrica,8537,85371,853710
85371090,8537.10.90,outros,8537,85371,853710
85372010,8537.20.10,subestações isoladas a gás (gis  gasinsulated switchgear ou his  highly integrated switchgear),8537,85372,853720
85372090,8537.20.90,outros,8537,85372,853720
85381000,8538.10.00,quadros,8538,85381,853810
85389010,8538.90.10,circuitos impressos com componentes elétricos ou eletrônicos,8538,85389,853890
85389020,8538.90.20,de disjuntores,8538,85389,853890
85389090,8538.90.90,outras,8538,85389,853890
85391010,8539.10.10,para uma tensão inferior ou igual a 15 v,8539,85391,853910
85391090,8539.10.90,outros,8539,85391,853910
85392110,8539.21.10,para uma tensão inferior ou igual a 15 v,8539,85392,853921
85392190,8539.21.90,outros,8539,85392,853921
85392200,8539.22.00,outros,8539,85392,853922
85392910,8539.29.10,para uma tensão inferior ou igual a 15 v,8539,85392,853929
85392990,8539.29.90,outros,8539,85392,853929
85393100,8539.31.00,fluorescentes,8539,85393,853931
85393200,8539.32.00,lâmpadas de vapor de mercúrio ou de sódio; lâmpadas de halogeneto metálico,8539,85393,853932
85393900,8539.39.00,outros,8539,85393,853939
85394110,8539.41.10,de potência igual ou superior a 1.000 w,8539,85394,853941
85394190,8539.41.90,outras,8539,85394,853941
85394900,8539.49.00,outros,8539,85394,853949
85395000,8539.50.00,lâmpadas e tubos de diodos emissores de luz (led),8539,85395,853950
85399010,8539.90.10,eletrodos,8539,85399,853990
85399020,8539.90.20,bases,8539,85399,853990
85399090,8539.90.90,outras,8539,85399,853990
85401100,8540.11.00,a cores (policromo),8540,85401,854011
85401200,8540.12.00,a preto e branco ou outros monocromos,8540,85401,854012
85402011,8540.20.11,em preto e branco ou outros monocromos,8540,85402,854020
85402019,8540.20.19,outros,8540,85402,854020
85402020,8540.20.20,tubos conversores ou intensificadores de imagens,8540,85402,854020
85402090,8540.20.90,outros,8540,85402,854020
85404000,8540.40.00,tubos de visualização de dados gráficos,8540,85404,854040
85406010,8540.60.10,tubos de visualização de dados gráficos,8540,85406,854060
85406090,8540.60.90,outros,8540,85406,854060
85407100,8540.71.00,magnétrons,8540,85407,854071
85407900,8540.79.00,outros,8540,85407,854079
85408100,8540.81.00,tubos de recepção ou de amplificação,8540,85408,854081
85408910,8540.89.10,válvulas de potência para transmissores,8540,85408,854089
85408990,8540.89.90,outros,8540,85408,854089
85409110,8540.91.10,bobinas de deflexão (yokes),8540,85409,854091
85409120,8540.91.20,núcleos de pó ferromagnético para bobinas de deflexão (yokes),8540,85409,854091
85409130,8540.91.30,canhões eletrônicos,8540,85409,854091
85409140,8540.91.40,painel de vidro,8540,85409,854091
85409190,8540.91.90,outras,8540,85409,854091
85409900,8540.99.00,outras,8540,85409,854099
85411011,8541.10.11,zener,8541,85411,854110
85411012,8541.10.12,outros,8541,85411,854110
85411019,8541.10.19,outros,8541,85411,854110
85411021,8541.10.21,zener,8541,85411,854110
85411022,8541.10.22,outros,8541,85411,854110
85411029,8541.10.29,outros,8541,85411,854110
85411091,8541.10.91,zener,8541,85411,854110
85411092,8541.10.92,outros,8541,85411,854110
85411099,8541.10.99,outros,8541,85411,854110
85412110,8541.21.10,não montados,8541,85412,854121
85412120,8541.21.20,montados,8541,85412,854121
85412191,8541.21.91,de efeito de campo,8541,85412,854121
85412199,8541.21.99,outros,8541,85412,854121
85412910,8541.29.10,não montados,8541,85412,854129
85412920,8541.29.20,montados,8541,85412,854129
85413011,8541.30.11,de intensidade de corrente inferior ou igual a 3 a,8541,85413,854130
85413019,8541.30.19,outros,8541,85413,854130
85413021,8541.30.21,de intensidade de corrente inferior ou igual a 3 a,8541,85413,854130
85413029,8541.30.29,outros,8541,85413,854130
85414011,8541.40.11,diodos emissores de luz (led),8541,85414,854140
85414012,8541.40.12,diodos laser,8541,85414,854140
85414013,8541.40.13,fotodiodos,8541,85414,854140
85414014,8541.40.14,fototransistores,8541,85414,854140
85414015,8541.40.15,fototiristores,8541,85414,854140
85414016,8541.40.16,células solares,8541,85414,854140
85414019,8541.40.19,outros,8541,85414,854140
85414021,8541.40.21,diodos emissores de luz (led),8541,85414,854140
85414022,8541.40.22,outros diodos emissores de luz (led),8541,85414,854140
85414023,8541.40.23,diodos laser com comprimento de onda de 1.300 nm ou 1.500 nm,8541,85414,854140
85414024,8541.40.24,outros diodos laser,8541,85414,854140
85414025,8541.40.25,fotodiodos,8541,85414,854140
85414026,8541.40.26,fotorresistores,8541,85414,854140
85414027,8541.40.27,acopladores óticos,8541,85414,854140
85414029,8541.40.29,outros,8541,85414,854140
85414031,8541.40.31,fotodiodos,8541,85414,854140
85414032,8541.40.32,células solares,8541,85414,854140
85414039,8541.40.39,outras,8541,85414,854140
85415010,8541.50.10,não montados,8541,85415,854150
85415020,8541.50.20,montados,8541,85415,854150
85416010,8541.60.10,de quartzo,8541,85416,854160
85416090,8541.60.90,outros,8541,85416,854160
85419010,8541.90.10,suportesconectores apresentados em tiras (lead frames),8541,85419,854190
85419020,8541.90.20,coberturas para encapsulamento (cápsulas),8541,85419,854190
85419090,8541.90.90,outras,8541,85419,854190
85423110,8542.31.10,não montados,8542,85423,854231
85423120,8542.31.20,montados,8542,85423,854231
85423190,8542.31.90,outros,8542,85423,854231
85423210,8542.32.10,não montadas,8542,85423,854232
85423221,8542.32.21,dos tipos ram estáticas (sram) com tempo de acesso inferior ou igual a 25 ns,8542,85423,854232
85423229,8542.32.29,outras,8542,85423,854232
85423291,8542.32.91,dos tipos ram estáticas (sram) com tempo de acesso inferior ou igual a 25 ns,8542,85423,854232
85423299,8542.32.99,outras,8542,85423,854232
85423311,8542.33.11,de espessura de camada inferior ou igual a 1 micrômetro (mícron) com frequência de operação igual ou superior a 800 mhz,8542,85423,854233
85423319,8542.33.19,outros,8542,85423,854233
85423320,8542.33.20,outros,8542,85423,854233
85423390,8542.33.90,outros,8542,85423,854233
85423911,8542.39.11,de espessura de camada inferior ou igual a 1 micrômetro (mícron) com frequência de operação igual ou superior a 800 mhz,8542,85423,854239
85423919,8542.39.19,outros,8542,85423,854239
85423920,8542.39.20,outros,8542,85423,854239
85423931,8542.39.31,circuitos do tipo chipset,8542,85423,854239
